ID,DEMOG_AGE,DEMOG_REGION,DEMOG_ETHNICITY,DEMOG_RELIGION,RESPONDENT_WEIGHT,DEMOG_SOCIAL_GRADE,HEALTH_VULNERABILITY,PRIVATE_NON_CONTACT,PRIVATE_CONTACT,PUBLIC_NON_CONTACT,PUBLIC_CONTACT
125,45-54,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Other,0.808559353,Intermediate managerial/ professional/ administrative,0.808559353,0.808559353,0,0.808559353,0
126,45-54,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.658033218,Intermediate managerial/ professional/ administrative,0,0.658033218,0,0.658033218,0
127,25-34,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.731934126,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0.731934126,0.731934126,0.731934126,0
128,35-44,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.675381403,Higher managerial/professional/administrative,0,0,0,0.675381403,0
129,35-44,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.675381403,Higher managerial/professional/administrative,0,0.675381403,0.675381403,0.675381403,0
130,18-24,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.635245882,Intermediate managerial/ professional/ administrative,0,0,0,0.635245882,0
131,55-64,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.019925317,Semi or unskilled manual worker,1.019925317,1.019925317,1.019925317,1.019925317,1.019925317
132,35-44,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,0.675381403,Intermediate managerial/ professional/ administrative,0,0.675381403,0,0,0
133,65+,Northern Ireland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,1.058780066,Supervisory or clerical/ junior managerial/ professional/ administrator,0,1.058780066,0,1.058780066,0
134,18-24,South West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.364196585,Skilled manual worker,1.364196585,1.364196585,1.364196585,1.364196585,1.364196585
135,35-44,Scotland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.54586134,Intermediate managerial/ professional/ administrative,0,0,0,0.54586134,0
136,35-44,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.196329154,Unemployed (for over 6 months) or not working due to long term sickness,1.196329154,0,0,1.196329154,0
137,55-64,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.707507212,Higher managerial/professional/administrative,0,0.707507212,0,0.707507212,0
138,55-64,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.519378481,Skilled manual worker,0,0,0,0,0
139,45-54,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.673824156,Higher managerial/professional/administrative,0,0.673824156,0,0.673824156,0
140,18-24,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.584714872,Intermediate managerial/ professional/ administrative,0,0,0,0.584714872,0
141,18-24,West Midlands,"Asian or Asian British - Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background",Muslim,2.102114103,Semi or unskilled manual worker,2.102114103,0,0,2.102114103,0
142,45-54,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.658033218,Higher managerial/professional/administrative,0,0,0,0.658033218,0
143,45-54,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.614276276,Intermediate managerial/ professional/ administrative,0.614276276,0.614276276,0,0.614276276,0
144,25-34,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.734033738,Intermediate managerial/ professional/ administrative,0,0.734033738,0,0.734033738,0
145,35-44,London,"Black, Black British, Caribbean, or African - African, Caribbean, Any other Black, Black British, or Caribbean background",Nothing in particular,1.525962341,Supervisory or clerical/ junior managerial/ professional/ administrator,0,1.525962341,1.525962341,1.525962341,0
146,25-34,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.611717201,Intermediate managerial/ professional/ administrative,0,0.611717201,0,0.611717201,0
147,55-64,West Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.707507212,Intermediate managerial/ professional/ administrative,0.707507212,0,0,0,0
148,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.762724349,NOT COLLECTED,0,0,0,0,0
149,55-64,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.589610953,Higher managerial/professional/administrative,0.589610953,0.589610953,0,0.589610953,0
150,18-24,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.633688016,Student,0,0.633688016,0.633688016,0.633688016,0
151,35-44,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.675381403,Intermediate managerial/ professional/ administrative,0,0.675381403,0,0.675381403,0
152,35-44,Yorkshire And The Humber,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.148034851,Unemployed (for over 6 months) or not working due to long term sickness,1.148034851,1.148034851,0,1.148034851,0
153,18-24,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.633688016,Student,0,0.633688016,0.633688016,0.633688016,0.633688016
154,35-44,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.883005753,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0.883005753,0
155,45-54,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.281886737,Unemployed (for over 6 months) or not working due to long term sickness,0,1.281886737,0,0,0
156,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.597381727,Intermediate managerial/ professional/ administrative,0,0,0,0.597381727,0
157,25-34,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.536048642,Intermediate managerial/ professional/ administrative,0,0.536048642,0,0.536048642,0
158,35-44,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,1.116777388,Unemployed (for over 6 months) or not working due to long term sickness,1.116777388,1.116777388,1.116777388,1.116777388,1.116777388
159,45-54,South East,"Black, Black British, Caribbean, or African - African, Caribbean, Any other Black, Black British, or Caribbean background",Other,1.522443885,Student,1.522443885,1.522443885,1.522443885,1.522443885,0
160,18-24,London,"Other ethnic group - Arab, Any other ethnic group",Muslim,1.816966911,Supervisory or clerical/ junior managerial/ professional/ administrator,0,1.816966911,0,1.816966911,1.816966911
161,55-64,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,1.019925317,Semi or unskilled manual worker,0,0,0,1.019925317,0
162,35-44,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.606040104,Higher managerial/professional/administrative,0,0,0,0.606040104,0
163,45-54,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.784294952,Supervisory or clerical/ junior managerial/ professional/ administrator,0,0,0,0,0
164,45-54,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.840162889,Supervisory or clerical/ junior managerial/ professional/ administrator,0.840162889,0,0.840162889,0,0
165,35-44,Northern Ireland,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.581826166,Intermediate managerial/ professional/ administrative,0,0.581826166,0,0,0
166,18-24,Wales,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.936449326,Semi or unskilled manual worker,0.936449326,0.936449326,0.936449326,0.936449326,0.936449326
167,18-24,North East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Catholic,1.333829535,Skilled manual worker,0,0,0,1.333829535,0
168,25-34,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,0.684415564,Student,0,0.684415564,0,0.684415564,0
169,25-34,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.611717201,Higher managerial/professional/administrative,0.611717201,0.611717201,0.611717201,0.611717201,0
170,25-34,London,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Christian/Protestant/Methodist/Lutheran/Baptist,0.597381727,Higher managerial/professional/administrative,0,0.597381727,0.597381727,0,0
171,18-24,North West,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Atheist or agnostic,1.035728027,Unemployed (for over 6 months) or not working due to long term sickness,1.035728027,1.035728027,0,1.035728027,0
172,45-54,South East,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.673824156,Higher managerial/professional/administrative,0.673824156,0.673824156,0,0.673824156,0
173,45-54,East Midlands,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,1.268046511,Skilled manual worker,0,0,0,1.268046511,0
174,55-64,East of England,"White - English, Welsh, Scottish, Northern Irish or British, Irish, Gypsy or Irish Traveller, Any other White background",Nothing in particular,0.952103799,Unemployed (for over 6 months) or not working due to long term sickness,0.952103799,0,0,0.952103799,0
